Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Attribute 20,Attribute 21,Attribute 22,Attribute 23,Attribute 24,Attribute 25,Attribute 26,Attribute 27,Attribute 28,Attribute 29,Attribute 30,Attribute 31,Attribute 32,Attribute 33,Attribute 34,Attribute 35,Attribute 36,Attribute 37,Attribute 38,Attribute 39,Attribute 40,Attribute 41,Attribute 42,Attribute 43,Attribute 44,Attribute 45,Attribute 46,Attribute 47,Attribute 48,Attribute 49,Attribute 50,Attribute 51,Attribute 52,Attribute 53,Attribute 54,Attribute 55,Attribute 56,Attribute 57,Attribute 58,Attribute 59,Attribute 60,Class
1,1,1,0.695652174,1,1,0.25,1,1,0,1,1,0.25,1,1,1,1,1,0.969774489,0.5,1,1,1,0.8,0.168110932,1,0,0,0,0.031900263,0.909090909,0.005695303,0.110087699,1,1,0.855353428,0.015548462,0.018801652,0.275187495,0.016202913,0.222077256,0.010023608,0.063233896,1,0.001498476,0.116566046,0.10841078,0.226863527,0.01028254,0.4659742,1,0.01410103,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,1,0.5,0.5,0.8,0.891412055,0.5,0,0,0,0,0,0,0.5,0.75,1,0.003669654,0.879032258,0.003542201,0.079612847,0.845930713,1,0.964325233,0.038798917,0.034237671,0.109387924,0.07899548,0.074192705,0.05273349,0.068493233,0.274047449,0.011019298,0.706270547,0.063697579,0.127310611,0.007260145,0.891481444,1,0.007057548,0.071437926,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,0.956521739,1,1,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.958579856,0.5,0,0,0,0,0,0,0.25,0.75,1,0.011304892,0.849625751,0.00502952,0.153276217,0.935341506,1,0.543221352,0.006484305,0.010880481,0.040326877,0.070820558,0.164663403,0.008096078,0.021739635,0.206156761,0.001414356,0.019857338,0.010032175,0.137148782,0.00237528,0.950616702,0.5,0.096792696,0.238126421,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.6,1,1,1,1,1,0.25,1,1,0,1,0.6,0.5,1,1,0.5,0.5,0.8,0.969774489,0.5,0,0,0,0,0,0,0.5,0.75,1,0.102508192,0.914046537,0.002191939,0.096009874,0.8987866,1,0.384322578,0.027644151,0.0293881,0.07622801,0.097790055,0.077966361,0.043315008,0.065924316,0.01826983,0.012862038,0.015136872,0.042127984,0.094370308,0.00684179,0.970881905,1,0.048287211,0.238126421,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.6,1,0.8,1,0,0.25,0.25,1,0.75,0,0.5,0.3,1,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0.8,1,1,0.8,0.080822564,1,0,0,0,0.014246971,0.886052778,0.003240303,0.037224044,1,1,1,0.018533231,0.006963649,0.016540165,0.112516637,0.033006713,0.026218695,0.014934435,0,0.001752651,0.007867862,0.021739717,0,0,0.992612829,0.75,0.017728755,0.095250569,0.35463741,0.350877193,0,0.448600056,0.570434114,0.618181818,0,Good
0.6,1,0.8,1,1,0.25,0.25,1,1,0,0.5,0.3,0.5,0,0.75,0.25,0.5,0.6,0.969774489,0.5,0,0,0,0,0,0,0.5,0.75,1,0.024840804,0.896971954,0.002803904,0.025447625,0.937504943,1,0.976895499,0.064487445,0.017712526,0.021337299,0.209529226,0.021158785,0.09393417,0.027663267,0.01826983,0.002179465,0,0.087269221,0.016997196,0.011149977,0.980096492,0.5,0.024034468,0.071437926,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,1,1,1,0.75,0.5,0.866666667,0.969774489,0.5,1,1,1,0.8,0.117192717,1,0,0,0,0.029481722,0.941502119,0.001354636,0.072684682,1,1,0.793652901,0.044547818,0.035897541,0.09833462,0.0922345,0.053194317,0.076464489,0.079897143,0.09134915,0.001202062,0.131377801,0.079638796,0.021550278,0.03952753,0.966231552,1,0.005602384,0,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,0.5,0.3,0.5,0,1,0.5,0.5,0.8,0.980969123,0.5,1,1,1,1,0.404112818,1,0,0,0,0.006678055,0.862222646,0.004343574,0.047342833,0.624025956,1,0.925109547,0.042862852,0.022152141,0.073906816,0.076385487,0.047064015,0.05405984,0.049400277,0,0.005737722,0.023392735,0.067534125,0.022923523,0.027971002,0.984776124,0.75,0.014333371,0.095250569,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,1,0.5,0.5,0.8,0.958579856,0.5,0,0,0,0,0,0,0.5,0.75,1,0.011394503,0.743344688,0.017663458,0.048825726,0.734584727,1,0.86960563,0.042694088,0.022782279,0.069596028,0.083425414,0.107669867,0.024667249,0.075741746,0.456745748,0.000627909,0.128023162,0.02768397,0.087782248,0.006720467,0.846011331,1,0.014333371,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.6,1,0.8,1,1,0.25,0.25,1,1,0,1,1,0.25,1,0.75,0.5,0.75,0.9,0.947385222,0.5,1,0.625,1,0,0.067365607,1,0,0,0,0.027458251,0.87969605,0.00351289,0.136737372,0.982709377,0.452544456,0.916965432,0.002059901,0.00276854,0.018278629,0.047402684,0.127955483,0.003302804,0.021520583,0,0.000163368,0,0.005626034,0.16203013,0.000799642,0,0.5,0.014333371,0.071437926,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Good
0.6,0,1,0.826086957,1,0.25,0.25,1,1,0,1,1,0.5,0,1,0.75,0.75,0.933333333,0.98656644,0.5,0,0,0,0,0,0,0.25,0.75,1,0.041409832,0.953677969,0.001030659,0.017262599,0.991846698,1,0.81932457,0.108576536,0.020377381,0.058542723,0.089011664,0.011154883,0.192978882,0.045893705,0,0.011903813,0.088537738,0.209750323,0.012122032,0.042089179,0.997922843,0.75,0.363572866,0.178594816,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0.6,1,1,1,0,0.25,0.25,1,0,0,1,0.6,1,0,1,0.5,0.5,0.8,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,1,0.062318736,0.969807101,0.000638648,0.045357818,0.95445397,1,1,0.007661992,0.00312086,0.014329504,0.065796082,0.029766398,0.014995764,0.010900888,0,0.00934408,0.005016782,0.020966975,0.032149736,0.003914409,0.993444725,1,0.002837571,0,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0,Good
0.4,1,1,0.956521739,1,1,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.001987431,0.861937558,0.004358226,0.095023396,0.921998206,1,0.485592883,0.004826489,0.004586441,0.004889982,0.233538101,0.095830246,0.006508694,0.027765482,0.007307932,0.001849364,0.01896064,0.001728073,0.164005816,8.23265E-05,0.991687926,0.75,0.007057548,0.250032742,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.6,1,0.8,1,1,1,0.25,1,1,0,0.5,0.3,0.5,1,1,0.5,0.5,0.8,0.909323468,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.009739917,0.853556485,0.004806674,0.091284067,0.95951464,1,0.926614438,0.029870578,0.030189732,0.109387924,0.069692617,0.095725345,0.036326328,0.060973943,0.000365397,0.002726969,0.045801506,0.049346227,0.117062517,0.007916005,0.962407929,0.75,0.004632274,0.142875853,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,0,0.8,1,1,0.25,0.25,1,1,0,0.5,0.3,1,0,0.25,0.25,1,1,0.941787906,0.5,0,0,0,0,0,0,0.5,0.75,1,0.011663763,0.862155388,0.004347027,0.113329704,0.383722908,1,0.660956934,0.017854569,0.022335568,0.109387924,0.051642391,0.114414052,0.022794321,0.072659045,0.030449777,0.002266284,0.175536496,0.083453135,0.132434659,0.006970263,0.936176497,0.5,0.033735565,0.130969532,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Good
0.8,1,0.8,1,1,0.25,0.25,1,1,0,1,0.6,0.25,0,0.75,0.5,0.75,0.9,0.958579856,0.75,1,1,1,0.8,0.101028204,1,0,0,0,0.045531884,0.831245392,0.006194975,0.070071885,0.636385237,0,0.427433276,0.006643864,0.004558292,0.054010868,0.023634612,0.082027904,0.007547664,0.048009938,0.076112111,0.000599211,0.01664122,0.028240832,0.04239783,0.010985429,0.942004939,0.25,0.009482822,0.119063211,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Good
0,1,1,0.608695652,0.25,0.25,0.25,1,1,0,1,1,0.5,0,1,0.75,0.75,0.933333333,0.964177173,0.5,0,0,0,0,0,0,0.5,0.75,1,0.043070943,0.881214643,0.003446449,0.066811359,1,1,0.560837428,0.015822587,0.011230576,0.076835942,0.037863735,0.061482286,0.022015661,0.025137705,0.003653966,0.0031111,0.011043282,0.053871056,0.02395126,0.027817349,0.97613508,0.75,0.057988308,0.416721237,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,1,1,1,0.25,0.25,0.25,1,1,0,1,1,0,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.5,0.75,1,0.023434182,0.884305835,0.003313785,0.062106018,0.9662622,1,0.751427433,0.038477625,0.026274889,0.054121401,0.123400301,0.05631655,0.053468962,0.058755649,0.07307932,0.000577106,0,0.041365838,0.023365655,0.020143104,0.959342141,0.5,0.033735565,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.433501078,Good
0,0,1,1,0.25,0.25,0.25,1,1,0,1,0.6,0.5,0,0.75,0.25,0.5,0.6,0.969774489,0.5,0,0,0,0,0,0,0.5,0.75,1,0.012338797,1,0,0.038763579,1,1,0.903244368,0.105344896,0.045382508,0.21024933,0.053738556,0.023001898,0.21516248,0.153710118,0.009134915,0.007011339,0.539973878,0.766356701,0.014581574,0.124481016,0.965025905,0.5,0.096792696,0.297658027,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,1,1,0.869565217,1,0.25,0.25,1,1,0,1,1,1,0,1,1,0.5,0.9,0.969774489,0.5,0,0,0,0,0,0,0,0.75,0.75,0.008360919,0.757936508,0.01454687,0.046868592,0.874045546,1,0.982738016,0.051955378,0.026741488,0.074017349,0.09178066,0.090037478,0.034321934,0.058773006,0.05480949,0.001329838,0.037121056,0.035360392,0.095102315,0.0065867,0.965025905,0.5,0.003662164,0,0.35463741,0.350877193,0,0.448600056,0.570434114,0.618181818,0,Good
0.6,1,1,1,1,0.25,0.25,0,1,0,0.5,0.3,1,0,0.75,0.5,0.75,0.9,0.947385222,0.5,0,0,0,0,0,0,0.25,0.75,1,0.005659941,0.942396313,0.001329947,0.13472694,0.826284067,1,1,0.022211933,0.033365666,0.019856157,0.413783076,0.099381831,0.038571664,0.071721737,0.005480949,0.001129928,0,0.008203202,0.168302989,0.000842008,0.965714846,0.5,0.003662164,0,0.055256346,0.666666667,0.484848485,0.101917107,0.12371067,0.627272727,0,Good
0.4,1,1,1,0,1,0.25,0,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,1,0.011847029,0.911265485,0.002286306,0.071731086,0.912844016,1,0.737086708,0.039963332,0.031698148,0.024498544,0.321992068,0.058546564,0.061711388,0.070020698,0.10961898,0.00072628,0,0.017915717,0.083243806,0.00242348,0.915938852,0.25,0.003177109,0,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Good
0.6,1,0.8,1,0.75,0.75,0.75,1,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.018526608,0.857142857,0.004610483,0.058215611,0.9156555,1,0.703625017,0.011931925,0.007098427,0.054121401,0.035258664,0.05956676,0.015041862,0.024439775,0.155293554,0.005491079,0.034007416,0.079229533,0.043861844,0.010633138,0.959858847,0.25,0.003662164,0.059531605,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Good
0,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.958579856,0.5,0,0,0,0,0,0,0.5,0.75,0.5,0.024104723,1,0,0.051731601,1,1,0.931483203,0.022043856,0.012113271,0.028330356,0.111086576,0.031127423,0.045647259,0.024537092,0.006577139,0.000945654,0.013721581,0.079229531,0,0,0.994562532,0.5,0.007057548,0.119063211,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,0.695652174,0,1,1,0,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,1,0.02887233,0.863482399,0.004279284,0.124169479,0.167576013,1,0.760633825,0.028656944,0.03971065,0.153601143,0.06483551,0.124712343,0.036511972,0.089244183,0.010961898,0.003121842,0.024525893,0.053281986,0.094405445,0.013913709,0.930751086,0.5,0.003662164,0.059531605,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Good
0.4,1,1,1,1,0.75,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.969774489,0.5,1,1,1,0.8,0.101028204,1,0,0,0,0.011886253,0.900790476,0.002660012,0.059565712,0.943759087,1,0.920860444,0.030759758,0.019964326,0.09833462,0.051548636,0.050425544,0.045776676,0.043394218,0.03653966,0.002149847,0,0.083950029,0.055573951,0.015209362,0.299681043,0.5,0.019183919,0.119063211,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,1,1,0.956521739,0,0.25,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.947385222,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.029226363,0.883004926,0.003369199,0.101010083,0.718795436,1,1,0.012628359,0.013838873,0.219920971,0.01505324,0.092881412,0.01781022,0.044258624,0.09134915,0.001973121,0.022818151,0.102750624,0.003601473,0.521454166,0.911684641,0.5,0.024034468,0.142875853,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0.6,0.5,1,0.826086957,0,1,0.25,0,1,0,1,1,1,0,0.25,0.25,1,1,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.000699245,0.964932084,0.000752993,0.017929738,0.953706115,1,0.906519718,0.02541538,0.004248959,0.009023918,0.12935274,0.0111806,0.047352424,0.021879884,0.02147314,0.004114665,0.251257575,0.034816383,0.020380568,0.004061876,0.970678667,0.25,0.002886076,0.023812642,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0,Good
0.8,1,1,1,1,0.25,0.25,1,1,0,0.5,0.3,0.75,0,0.75,0.5,0.75,0.9,0.969774489,0.75,0,0,0,0,0,0,0.25,0.75,1,0.034930898,0.855039042,0.004668438,0.108633011,0.589073595,1,0.702297172,0.012606579,0.014931174,0.109387924,0.034625816,0.111976395,0.015899391,0.050059517,0.146158639,0.001542351,0.014350599,0.042125421,0.048985891,0.019230634,0.874774622,1,0.001479417,0.059531605,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0.4,1,1,1,1,0.25,0.25,1,1,0,1,0.6,0.5,0,0.75,0.5,0.75,0.9,0.969774489,0.5,0.8,1,1,1,0.028287897,0.25,0,0,0,0.021707359,0.914798233,0.002166763,0.047749899,0.89035215,1,0.656265215,0.014425889,0.006991339,0.032014792,0.059283442,0.038034119,0.022953395,0.023033814,0,0.000792093,0.028952806,0.036209757,0.031417729,0.008863842,0.887778385,0.5,0.043436662,0.119063211,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,1,0,1,1,0,1,0,1,1,0.5,1,1,0.5,0.5,0.8,0.958579856,0.5,1,0.75,1,0.2,0.028287897,0.25,0,0,0,0.06862309,0.945261197,0.00125183,0.101428497,0.9662622,1,0.885539769,0.005568749,0.005813367,0.07622801,0.020391763,0.073786428,0.010263137,0.017982767,0.07307932,0.001252777,0.018439217,0.04452751,0.051181911,0.012806845,0.918177911,0.75,0.00123689,0.083344247,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0.503235083,Good
0.8,0.5,0.8,0.739130435,0,0.25,0.25,0,1,0,1,1,1,0,0.25,0.25,1,1,0.969774489,0.5,0,0,0,0,0,0,0.25,0.75,0.75,0.065196946,0.932245757,0.001619171,0.051775043,0.977041427,1,0.748417651,0.056652357,0.032388103,0.154103405,0.0526378,0.038770698,0.094053839,0.071586349,0.006942535,0.00409815,0.070194478,0.341180355,0,0,0.992617996,0.5,0.001479417,0.035718963,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0,Good
0.4,1,1,1,1,0.25,0.25,1,1,0,1,1,1,1,0.75,0.5,0.75,0.9,0.97984966,0.5,0,0,0,0,0,0,0.5,0.75,1,0.000521516,1,0,0.014055348,1,1,1,0.049687273,0.007007497,0.015269035,0.122064218,0.007520173,0.101900817,0.01492979,0.003653966,0.002236933,0.037496694,0.162273916,0.001259052,0.107363078,0.993961431,0.5,0.002207,0.023812642,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Good
0.6,1,1,1,1,0.25,0.25,1,0.75,0,1,0.6,1,0,0.75,0.5,0.75,0.9,0.969774489,0.5,1,1,1,0.8,0.048493538,1,0,0,0,0.010187011,0.769775659,0.012544806,0.134616517,0.728916776,1,0.973708671,0.03518069,0.053047738,0.034655426,0.381557293,0.236225095,0.025721935,0.118467351,0.079845247,3.19923E-05,0.015577755,0.005647649,0.021901642,0.013845442,0.927380442,0.25,1,0.178594816,0.092168417,0.789473684,0.939393939,0.104182912,0.11294062,0.533333333,0,Good
0.2,1,1,0.826086957,1,0.25,0.25,1,1,0,1,1,0.5,0,0.75,0.75,1,1,0.936190589,0.5,0,0,0,0,0,0,0.5,1,1,0.021978221,0.669399411,0.086139689,0.037867878,0.419979741,1,0.757358474,0.077200495,0.032249806,0.643262541,0.011101776,0.319075709,0.011734082,0.105884517,0.010961898,0.001165454,0.037199926,0.087953847,0.022999652,0.241149537,0.945563319,1,0.096792696,0.214313779,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.2,1,1,0.652173913,1,0.25,0.25,1,1,0,1,1,0.5,1,1,1,1,1,0.913801322,0.5,0,0,0,0,0,0,0.5,0.75,0.75,0.061841282,0.888888889,0.003123231,0.040060381,0.936460477,1,0.567830744,0.055589941,0.024370246,0.054121401,0.114645907,0.035190185,0.078473109,0.048184902,0.00426296,0.001344914,0.045801506,0.065854795,0.029221709,0.016067405,0.94649339,1,0.121045439,0.285751706,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,1,0.75,0.5,0.866666667,0.947385222,0.5,0,0,0,0,0,0,0,0.75,1,0.012356521,0.683476266,0.053890654,0.067651922,0.499471621,1,1,0.068659874,0.051782566,0.663003743,0.01818297,0.372107759,0.015980645,0.113513507,0.079656459,0.001061323,0,0.077658927,0.075118531,0.076069959,0.939190614,0.25,0.002643549,0.119063211,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,1,0.75,1,0.25,1,1,0,1,0.6,1,0,1,0.5,0.5,0.8,0.956710352,0.5,1,1,1,1,0.169727383,1,0,0,0,0.014324019,0.801245722,0.008678214,0.018469006,0.936005016,1,0.955827026,0.136790692,0.027781622,0.01963509,0.349945232,0.02491773,0.123801354,0.05991791,0.05480949,0.000375282,0,0.033949584,0.006756422,0.026101243,0.948203686,1,0.00123689,0.011906321,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.947385222,0.5,1,1,1,0.4,0.234385434,0.25,0,0,0,0.021195859,0.972098214,0.001017018,0.088042062,1,1,1,0.024085609,0.023329959,0.054121401,0.10986439,0.050628683,0.052914804,0.048948634,0.121798866,0.003034093,0.069389686,0.046001668,0.073142113,0.006285725,0.910255088,0.75,0.048287211,0.238126421,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,1,1,0.75,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.98656644,0.5,0.8,1,1,0.8,0.028287897,0.25,0,0,0,0.024540623,0.829349958,0.006328226,0.086008495,0.933502796,1,0.916080202,0.011843756,0.010874362,0.371402975,0.006094167,0.101998463,0.012997239,0.037813072,0.05480949,0.001802544,0,0.158433749,0.010599458,0.301677032,0.94561499,1,0.021609194,0.238126421,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.4,1,1,0.608695652,1,0.25,0.25,1,1,0,1,1,1,0,1,1,1,1,0.958579856,0.5,1,1,1,0.6,1,1,0,0,0,0.005006358,0.808893657,0.007959929,0.090557598,0,1,0.946355066,0.072379006,0.073424354,0.054121401,0.34011552,0.120865557,0.068841721,0.18449373,0.010352904,0.001516621,0,0.038988019,0.029221709,0.016067405,0.980440962,0.5,0.145298181,0.238126421,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0,Good
0.2,1,1,1,1,1,0.25,1,1,0,1,1,0.25,0,0.75,0.5,0.75,0.9,0.958579856,0.5,0,0,0,0,0,0,0,0.75,1,0.017081871,0.895637952,0.002855198,0.059288233,0.784052945,1,0.50117293,0.028525708,0.018369475,0.048594749,0.096961326,0.051235763,0.041644475,0.038733717,0.009134915,0.001542351,0.042157672,0.040811291,0.052528803,0.00793416,0.961107553,0.5,1,0.33337699,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Good
0.4,1,1,1,1,1,0.25,1,1,0,1,0.6,0.25,0,1,0.5,0.5,0.8,0.936190589,0.5,0,0,0,0,0,0,0.25,0.5,1,0.053058583,0.916756176,0.002101838,0.264407158,1,1,0.878900544,0.027702694,0.082801315,0.341467973,0.060131049,0.214764284,0.043839164,0.277952325,0.4264361,0.00083712,0.061295112,0.139248901,0,0,0.911562354,0.5,0.024034468,0.083344247,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.738317757,Good
0.2,1,1,0.652173913,1,0.25,0.25,1,1,0,1,1,1,0,0.75,0.75,1,1,0.918279175,0.5,0,0,0,0,0,0,0.25,0.75,0.5,0.013605481,0.676017761,0.067567259,0.021533098,1,1,1,0.161771978,0.038628599,1,0.005787878,0.144886071,0.03063948,0.125930403,0.647519312,0.010348375,0.138983431,0.780295729,0,0,0.892476963,0.75,0.005117329,0.059531605,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0,Good
0,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,1,0.75,0.5,0.75,0.9,0.891412055,0.5,0,0,0,0,0,0,0.25,0.75,1,0.030902229,1,0,0.065996425,1,1,0.766741911,0.034296345,0.024861323,0.14696916,0.042361148,0.0400655,0.070580723,0.055547974,0.006029044,0.007370673,0.046037388,0.157117713,0.03800579,0.033373452,0.977030704,1,0.028885017,0.130969532,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
0.8,1,1,1,0.75,0.25,0.25,0,0.75,0,1,1,0.5,0,1,0.5,0.5,0.8,0.980969123,0.5,0,0,0,0,0,0,0.25,0.75,1,0.004997327,0.922224988,0.001925313,0.116312349,0.958671195,1,0.505156464,0.018326873,0.023569531,0.142768905,0.041375977,0.091906349,0.029789902,0.084878412,0,0.011036308,0.437365295,0.135501297,0.150442024,0.008023845,0.942347687,0.75,0.002207,0.035718963,0.848396903,0.236842105,0.575757576,1,1,0.221212121,0.503235083,Good
0.6,1,1,1,0,0.25,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.924995955,0.5,0,0,0,0,0,0,1,0.75,1,0.009873605,0.885726895,0.003253931,0.079787916,0.84311923,1,0.96096136,0.018043039,0.015604607,0.065174706,0.061628495,0.072271018,0.025505208,0.032459657,0.079169263,0.001039786,0.048664892,0.038824204,0.031198127,0.018090937,0.910658119,0.75,0.067689405,0.238126421,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0.4,1,1,1,1,0.25,0.25,1,1,0,1,0.6,0.75,0,0.75,0.5,0.75,0.9,0.958579856,0.75,0,0,0,0,0,0,0.25,0.75,1,0.036431717,0.830387837,0.006254928,0.156697492,0.317596764,1,0.920417829,0.025627765,0.045007699,0.06462204,0.17573197,0.185779074,0.027798266,0.099181379,0.100484065,0.001333397,0.014697253,0.014528858,0.167753983,0.003149614,0.900954384,0.75,0.010378719,0.059531605,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,1,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,1,1,0.5,0,0.75,0.5,0.75,0.9,0.947385222,0.5,1,1,1,0,0.505141022,1,0,0,0,0.057284605,0.951382463,0.001089783,0.072234364,0.9023122,1,0.895454344,0.075888439,0.06125147,0.09689769,0.159306507,0.051120153,0.134089555,0.135000416,0.045674575,0.002687043,0.12416144,0.081614636,0.034887441,0.023996835,0.958997671,0.5,0.033735565,0.535784448,0.24573927,0.605263158,0.575757576,0.499860226,0.509930211,0.324242424,0.503235083,Good
0.6,1,1,1,1,1,0.25,1,1,0,1,1,1,0,0.75,0.5,0.75,0.9,0.96044936,0.5,1,1,1,0.8,0.181850768,0.25,0,0,0,0.076574164,0.990065943,0.000197867,0.026510614,0.966936956,1,0.397069889,0.043485174,0.012177474,0.017645496,0.176263775,0.015802196,0.086796377,0.039818911,0,0.003095517,0.374561765,0.095783044,0,0,0.992066843,1,1,0.202407458,0.114616236,1,0.606060606,0.440905145,0.231807428,0.166666667,0,Good
0.6,1,1,1,1,0.25,0.25,1,1,0,0.5,0.3,1,0,0.75,0.5,0.75,0.9,0.947385222,0.5,0.8,1,1,0.6,0.040411282,1,0,0,0,0.032004784,0.859022556,0.004510255,0.035651254,1,1,1,0.042968099,0.016491604,0.09833462,0.042680953,0.035677717,0.05340085,0.053288021,0.09134915,0.002450558,0.210918766,0.236558689,0.014581574,0.058454681,0.90508803,0.5,0.048287211,0.119063211,0.091508346,0.675438596,0.575757576,0.17938117,0.144174355,0.618181818,0,Good
0.6,1,1,1,1,1,0.25,1,0.25,0,1,0.6,0.5,1,0.75,0.5,0.75,0.9,0.947385222,0.5,0,0,0,0,0,0,0.25,0.75,1,0.017417356,0.913016513,0.002226663,0.026719832,0.906158309,1,0.871464613,0.097447597,0.028628231,0.064069375,0.113436822,0.020874338,0.15060217,0.060971513,0.012380855,0.002625431,0.066513079,0.128666315,0.009398381,0.059326506,0.88140568,0.5,0.019183919,0.142875853,0.347129586,0.298245614,0.242424242,0.501375668,0.75,0.157575758,0.503235083,Good
